titre	auteur	date	technique	lien	system_id	localisation	num_inventaire	image_url
Plat à grand bouquet symétrique			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502328	04-502328	Ecouen, musée national de la Renaissance	E.Cl.8503	https://images.grandpalaisrmn.fr/thumb.php/00731108.jpg?ID=1443611
Plat aux tiges coupées			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501331	04-501331	Ecouen, musée national de la Renaissance	E.Cl.8457	https://images.grandpalaisrmn.fr/thumb.php/00731105.jpg?ID=476076
Grand plat aux lambrequins sur fond bleu lavande et marli rouge			glaze,siliceous ceramics,painted,200407, glaze, siliceous ceramics, painted, 200407	https://images.grandpalaisrmn.fr/ark:/36255/04-502364	04-502364	Ecouen, musée national de la Renaissance	E.Cl.8550	https://images.grandpalaisrmn.fr/thumb.php/00729575.jpg?ID=1463471
Plat à la grande feuille saz bleue			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501367	04-501367	Ecouen, musée national de la Renaissance	E.Cl.9573	https://images.grandpalaisrmn.fr/thumb.php/00729573.jpg?ID=294844
Vase à décor de rinceaux fleuronnés sur fond bleu			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502120	04-502120	Ecouen, musée national de la Renaissance	E.Cl.9295	https://images.grandpalaisrmn.fr/thumb.php/00728001.jpg?ID=1071780
Tondino à décor floral			glaze,gold highlights,painted,siliceous ceramics, glaze, gold highlights, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501186	04-501186	Ecouen, musée national de la Renaissance	E.Cl.8087	https://images.grandpalaisrmn.fr/thumb.php/00726496.jpg?ID=624109
Grand plat aux six grenades			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502183	04-502183	Ecouen, musée national de la Renaissance	E.Cl.8098	https://images.grandpalaisrmn.fr/thumb.php/00726457.jpg?ID=313511
Pichet aux tiges de tulipes et rosettes			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502041	04-502041	Ecouen, musée national de la Renaissance	E.Cl.8399	https://images.grandpalaisrmn.fr/thumb.php/00724898.jpg?ID=943442
Plat aux grandes palmes réservées sur le fond			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501996	04-501996	Ecouen, musée national de la Renaissance	E.Cl.8246	https://images.grandpalaisrmn.fr/thumb.php/00723328.jpg?ID=1087720
Plat à l'oiseau et à la pivoine			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501815	04-501815	Ecouen, musée national de la Renaissance	E.Cl.8368	https://images.grandpalaisrmn.fr/thumb.php/00720251.jpg?ID=825858
Plat à la rosace festonnée			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501878	04-501878	Ecouen, musée national de la Renaissance	E.Cl.8104	https://images.grandpalaisrmn.fr/thumb.php/00718719.jpg?ID=256765
Pichet à fond vert et décor de feuillage			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501869	04-501869	Ecouen, musée national de la Renaissance	E.Cl.18397	https://images.grandpalaisrmn.fr/thumb.php/00717181.jpg?ID=1350807
Plat à décor d'homme au caftan bleu			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501833	04-501833	Ecouen, musée national de la Renaissance	E.Cl.8390	https://images.grandpalaisrmn.fr/thumb.php/00715631.jpg?ID=1283571
Plat au trois oeillets d'Inde			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501232	04-501232	Ecouen, musée national de la Renaissance	E.Cl.8175	https://images.grandpalaisrmn.fr/thumb.php/00714097.jpg?ID=738786
Plat aux quatre fleurs			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502229	04-502229	Ecouen, musée national de la Renaissance	E.Cl.8164	https://images.grandpalaisrmn.fr/thumb.php/00714096.jpg?ID=610843
Bassin d'aiguière			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501277	04-501277	Ecouen, musée national de la Renaissance	E.Cl.8263	https://images.grandpalaisrmn.fr/thumb.php/00712569.jpg?ID=751115
Plat aux tulipes, aux oeillets et arabesques			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502274	04-502274	Ecouen, musée national de la Renaissance	E.Cl.8302	https://images.grandpalaisrmn.fr/thumb.php/00712567.jpg?ID=1062734
Plat au fleuron entre deux tiges de jacinthes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502293	04-502293	Ecouen, musée national de la Renaissance	E.Cl.8417	https://images.grandpalaisrmn.fr/thumb.php/00711050.jpg?ID=1314609
Plat à la grande feuille de saz			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501296	04-501296	Ecouen, musée national de la Renaissance	E.Cl.8237	https://images.grandpalaisrmn.fr/thumb.php/00711044.jpg?ID=904516
Plat aux fleurs blanches et oeillets rouges sur fond bleu lavande			siliceous ceramics,painted,glaze,200857, siliceous ceramics, painted, glaze, 200857	https://images.grandpalaisrmn.fr/ark:/36255/04-502358	04-502358	Ecouen, musée national de la Renaissance	E.Cl.8549	https://images.grandpalaisrmn.fr/thumb.php/00709496.jpg?ID=1441891
Coupe aux fleurons			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501361	04-501361	Ecouen, musée national de la Renaissance	E.Cl.9305	https://images.grandpalaisrmn.fr/thumb.php/00709495.jpg?ID=820654
Plat aux bouquet et lambrequin			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501370	04-501370	Ecouen, musée national de la Renaissance	E.Cl.9577	https://images.grandpalaisrmn.fr/thumb.php/00708019.jpg?ID=445111
Pichet aux animaux			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502367	04-502367	Ecouen, musée national de la Renaissance	E.Cl.9287	https://images.grandpalaisrmn.fr/thumb.php/00707981.jpg?ID=292777
Plat à décor de femme assise et de fleurs			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501314	04-501314	Ecouen, musée national de la Renaissance	E.Cl.8388	https://images.grandpalaisrmn.fr/thumb.php/00704931.jpg?ID=481989
Plat au lambrequin et aux grandes tiges de tulipes et jacinthes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502311	04-502311	Ecouen, musée national de la Renaissance	E.Cl.8446	https://images.grandpalaisrmn.fr/thumb.php/00704903.jpg?ID=255114
Plat aux deux feuilles saz entourant un petit vase de roses			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501262	04-501262	Ecouen, musée national de la Renaissance	E.Cl.8203	https://images.grandpalaisrmn.fr/thumb.php/00703373.jpg?ID=1057669
Plat aux motifs trilobés			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502259	04-502259	Ecouen, musée national de la Renaissance	E.Cl.8281	https://images.grandpalaisrmn.fr/thumb.php/00703369.jpg?ID=619147
Plat au bouquet léger			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502277	04-502277	Ecouen, musée national de la Renaissance	E.Cl.8317	https://images.grandpalaisrmn.fr/thumb.php/00700312.jpg?ID=1468872
Plat aux deux cyprès			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501280	04-501280	Ecouen, musée national de la Renaissance	E.Cl.8290	https://images.grandpalaisrmn.fr/thumb.php/00700307.jpg?ID=1454437
Fragment de carreau de revêtment aux fleurs de lotus			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502178	04-502178	Ecouen, musée national de la Renaissance	E.Cl.15439e	https://images.grandpalaisrmn.fr/thumb.php/00694152.jpg?ID=503781
Plat aux trois feuilles saz et aux fleurs légères		1580	glaze,gold highlights,siliceous ceramics,painted, glaze, gold highlights, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501181	04-501181	Ecouen, musée national de la Renaissance	E.Cl.8084	https://images.grandpalaisrmn.fr/thumb.php/00694145.jpg?ID=610309
Aiguière à décor de sequins			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502115	04-502115	Ecouen, musée national de la Renaissance	E.Cl.9292	https://images.grandpalaisrmn.fr/thumb.php/00692587.jpg?ID=1501944
Plat à décor de lion, lièvres et animaux fantastiques sur fond vert			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501771	04-501771	Ecouen, musée national de la Renaissance	E.Cl.8357	https://images.grandpalaisrmn.fr/thumb.php/00691062.jpg?ID=672733
Plat à décor de bateau à trois mâts			gold highlights,siliceous ceramics,glaze,painted, gold highlights, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501755	04-501755	Ecouen, musée national de la Renaissance	E.Cl.8345	https://images.grandpalaisrmn.fr/thumb.php/00689455.jpg?ID=959697
Plat à la rosette et aux neuf pétales			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501917	04-501917	Ecouen, musée national de la Renaissance	E.Cl.8493	https://images.grandpalaisrmn.fr/thumb.php/00683239.jpg?ID=895816
Plat au médaillon et aux neuf bouquets			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501953	04-501953	Ecouen, musée national de la Renaissance	E.Cl.8095	https://images.grandpalaisrmn.fr/thumb.php/00681712.jpg?ID=269209
Plat aux deux feuilles saz à double agrafe			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501231	04-501231	Ecouen, musée national de la Renaissance	E.Cl.8174	https://images.grandpalaisrmn.fr/thumb.php/00677091.jpg?ID=1315024
Plat au bouquet de rosettes et tulipes entre des branches de jacinthe			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502228	04-502228	Ecouen, musée national de la Renaissance	E.Cl.8163	https://images.grandpalaisrmn.fr/thumb.php/00677059.jpg?ID=1360063
Plat au grand fleuron entre deux feuilles recourbées			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501267	04-501267	Ecouen, musée national de la Renaissance	E.Cl.8218	https://images.grandpalaisrmn.fr/thumb.php/00675541.jpg?ID=1516658
Plat aux petits motifs cordiformes sur fond de spirales			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502264	04-502264	Ecouen, musée national de la Renaissance	E.Cl.8286	https://images.grandpalaisrmn.fr/thumb.php/00675530.jpg?ID=1424903
Vase à décor de rinceaux fleuronnés sur fond bleu			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502119	04-502119	Ecouen, musée national de la Renaissance	E.Cl.9295	https://images.grandpalaisrmn.fr/thumb.php/00673971.jpg?ID=1313376
Pichet aux tulipes bleues et branches fleuries rouges			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502102	04-502102	Ecouen, musée national de la Renaissance	E.Cl.8542	https://images.grandpalaisrmn.fr/thumb.php/00672418.jpg?ID=1502289
Plat au cyprès			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501176	04-501176	Ecouen, musée national de la Renaissance	E.Cl.21124	https://images.grandpalaisrmn.fr/thumb.php/00670874.jpg?ID=264650
Plat aux six rosettes			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501941	04-501941	Ecouen, musée national de la Renaissance	E.Cl.21128	https://images.grandpalaisrmn.fr/thumb.php/00667816.jpg?ID=1033666
Panneau de revêtement composé de quinze carreaux			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-504887	04-504887	Ecouen, musée national de la Renaissance	Ec.54	https://images.grandpalaisrmn.fr/thumb.php/00666254.jpg?ID=1470212
Plat à la rosace sur fond de spirales			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501896	04-501896	Ecouen, musée national de la Renaissance	E.Cl.8264	https://images.grandpalaisrmn.fr/thumb.php/00666251.jpg?ID=257508
Plat à décor rayonnant			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502022	04-502022	Ecouen, musée national de la Renaissance	E.Cl.8300	https://images.grandpalaisrmn.fr/thumb.php/00664692.jpg?ID=466164
Plat au fleuron entre deux grandes feuilles grasses et recourbées			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502004	04-502004	Ecouen, musée national de la Renaissance	E.Cl.8254	https://images.grandpalaisrmn.fr/thumb.php/00663095.jpg?ID=806111
Grand plat à la rosace aux six branches festonnées			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502031	04-502031	Ecouen, musée national de la Renaissance	E.Cl.8322	https://images.grandpalaisrmn.fr/thumb.php/00661508.jpg?ID=935213
Plat aux grandes palmes réservées sur le fond			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501995	04-501995	Ecouen, musée national de la Renaissance	E.Cl.8246	https://images.grandpalaisrmn.fr/thumb.php/00659935.jpg?ID=1312061
Plat aux  branches d'oeillets			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502317	04-502317	Ecouen, musée national de la Renaissance	E.Cl.8472	https://images.grandpalaisrmn.fr/thumb.php/00650640.jpg?ID=1311558
Plat au cyprès bleu et vert sur une tige de rosier			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501320	04-501320	Ecouen, musée national de la Renaissance	E.Cl.8430	https://images.grandpalaisrmn.fr/thumb.php/00650634.jpg?ID=915003
Carreau à décor floral			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501868	04-501868	Ecouen, musée national de la Renaissance	E.Cl.15911c	https://images.grandpalaisrmn.fr/thumb.php/00649090.jpg?ID=1122979
Plat à décor de lièvre, chien, antilope et petit oiseau			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501806	04-501806	Ecouen, musée national de la Renaissance	E.Cl.8362	https://images.grandpalaisrmn.fr/thumb.php/00647558.jpg?ID=1459222
Plat au grand oiseau bleu  sur semis de feuilles rouges			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501842	04-501842	Ecouen, musée national de la Renaissance	E.Cl.9587	https://images.grandpalaisrmn.fr/thumb.php/00646027.jpg?ID=256830
Plat à décor de lion, lièvres et animaux fantastiques sur fond vert			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501777	04-501777	Ecouen, musée national de la Renaissance	E.Cl.8357	https://images.grandpalaisrmn.fr/thumb.php/00644447.jpg?ID=1298228
Plat à décor de bateau à trois voiles latines			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501759	04-501759	Ecouen, musée national de la Renaissance	E.Cl.8348	https://images.grandpalaisrmn.fr/thumb.php/00642876.jpg?ID=260027
Plat aux rosettes et feuilles en réserve			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502002	04-502002	Ecouen, musée national de la Renaissance	E.Cl.8252	https://images.grandpalaisrmn.fr/thumb.php/00639747.jpg?ID=715070
Grand plat à la feuille sâz sur fond de spirales			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502073	04-502073	Ecouen, musée national de la Renaissance	E.Cl.8484	https://images.grandpalaisrmn.fr/thumb.php/00638181.jpg?ID=746283
Plat à décor çintemanni			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502019	04-502019	Ecouen, musée national de la Renaissance	E.Cl.8277	https://images.grandpalaisrmn.fr/thumb.php/00636599.jpg?ID=1130840
Plat à décor de quatre animaux sur fond bleu			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501785	04-501785	Ecouen, musée national de la Renaissance	E.Cl.8358	https://images.grandpalaisrmn.fr/thumb.php/00633473.jpg?ID=258178
Plat à décor de lion, lièvres et animaux fantastiques sur fond vert			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501776	04-501776	Ecouen, musée national de la Renaissance	E.Cl.8357	https://images.grandpalaisrmn.fr/thumb.php/00630359.jpg?ID=1504048
Plat aux deux grandes feuilles sâz			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501230	04-501230	Ecouen, musée national de la Renaissance	E.Cl.8172	https://images.grandpalaisrmn.fr/thumb.php/00625693.jpg?ID=1088229
Plat aux tiges de rose et de jacinthe			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502227	04-502227	Ecouen, musée national de la Renaissance	E.Cl.8160	https://images.grandpalaisrmn.fr/thumb.php/00625686.jpg?ID=1135119
Plat aux neuf bouquets de tulipes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502289	04-502289	Ecouen, musée national de la Renaissance	E.Cl.8416	https://images.grandpalaisrmn.fr/thumb.php/00624173.jpg?ID=506226
