titre	auteur	date	description	technique	lien	institution	ville	num_inventaire	image_urls	id	mus_id	artistmakerperson	artistmakerorganisations	localisation	system_id	object_id	filenames
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104647/	victoria and albert museum	Londres	E.1344-1917	['https://framemark.vam.ac.uk/collections/2017JU7378/full/full/0/default.jpg']	O1104647	O1104647	De Morgan, William	[]			VA_O1104647	['VA_O1104647_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104518/	victoria and albert museum	Londres	E.1458-1917	['https://framemark.vam.ac.uk/collections/2017JW1756/full/full/0/default.jpg']	O1104518	O1104518	De Morgan, William	[]			VA_O1104518	['VA_O1104518_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104531/	victoria and albert museum	Londres	E.1377-1917	['https://framemark.vam.ac.uk/collections/2017JW0813/full/full/0/default.jpg']	O1104531	O1104531	De Morgan, William	[]			VA_O1104531	['VA_O1104531_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104505/	victoria and albert museum	Londres	E.1419-1917	['https://framemark.vam.ac.uk/collections/2017JW1718/full/full/0/default.jpg']	O1104505	O1104505	De Morgan, William	[]			VA_O1104505	['VA_O1104505_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104555/	victoria and albert museum	Londres	E.1417-1917	['https://framemark.vam.ac.uk/collections/2017JW0816/full/full/0/default.jpg']	O1104555	O1104555	De Morgan, William	[]			VA_O1104555	['VA_O1104555_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104548/	victoria and albert museum	Londres	E.1455-1917	['https://framemark.vam.ac.uk/collections/2017JW0881/full/full/0/default.jpg']	O1104548	O1104548	De Morgan, William	[]			VA_O1104548	['VA_O1104548_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104536/	victoria and albert museum	Londres	E.1418-1917	['https://framemark.vam.ac.uk/collections/2017JW0821/full/full/0/default.jpg']	O1104536	O1104536	De Morgan, William	[]			VA_O1104536	['VA_O1104536_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104550/	victoria and albert museum	Londres	E.1374-1917	['https://framemark.vam.ac.uk/collections/2017JW0801/full/full/0/default.jpg']	O1104550	O1104550	De Morgan, William	[]			VA_O1104550	['VA_O1104550_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104540/	victoria and albert museum	Londres	E.1436-1917	['https://framemark.vam.ac.uk/collections/2017JW0824/full/full/0/default.jpg']	O1104540	O1104540	De Morgan, William	[]			VA_O1104540	['VA_O1104540_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104535/	victoria and albert museum	Londres	E.1463-1917	['https://framemark.vam.ac.uk/collections/2017JW0929/full/full/0/default.jpg']	O1104535	O1104535	De Morgan, William	[]			VA_O1104535	['VA_O1104535_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104549/	victoria and albert museum	Londres	E.1434-1917	['https://framemark.vam.ac.uk/collections/2017JW0807/full/full/0/default.jpg']	O1104549	O1104549	De Morgan, William	[]			VA_O1104549	['VA_O1104549_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104541/	victoria and albert museum	Londres	E.1425-1917	['https://framemark.vam.ac.uk/collections/2017JW0822/full/full/0/default.jpg']	O1104541	O1104541	De Morgan, William	[]			VA_O1104541	['VA_O1104541_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104529/	victoria and albert museum	Londres	E.1452-1917	['https://framemark.vam.ac.uk/collections/2017JW0820/full/full/0/default.jpg']	O1104529	O1104529	De Morgan, William	[]			VA_O1104529	['VA_O1104529_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104533/	victoria and albert museum	Londres	E.1454-1917	['https://framemark.vam.ac.uk/collections/2017JW0967/full/full/0/default.jpg']	O1104533	O1104533	De Morgan, William	[]			VA_O1104533	['VA_O1104533_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104636/	victoria and albert museum	Londres	E.1351-1917	['https://framemark.vam.ac.uk/collections/2017JU7477/full/full/0/default.jpg']	O1104636	O1104636	De Morgan, William	[]			VA_O1104636	['VA_O1104636_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104585/	victoria and albert museum	Londres	E.1414-1917	['https://framemark.vam.ac.uk/collections/2017JW3764/full/full/0/default.jpg']	O1104585	O1104585	De Morgan, William	[]			VA_O1104585	['VA_O1104585_01.jpg']
	William De Morgan	late 19th century	Design	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104716/	victoria and albert museum	Londres	E.1127-1917	['https://framemark.vam.ac.uk/collections/2017JV1418/full/full/0/default.jpg']	O1104716	O1104716	William De Morgan	[]			VA_O1104716	['VA_O1104716_01.jpg']
	De Morgan, William	late 19th century	Drawing	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104622/	victoria and albert museum	Londres	E.1329-1917	['https://framemark.vam.ac.uk/collections/2017JU7563/full/full/0/default.jpg']	O1104622	O1104622	De Morgan, William	[]			VA_O1104622	['VA_O1104622_01.jpg']
	De Morgan, William Frend	19th century	Tile	['Ceramics', 'Tiles', 'Art Pottery', 'Earthenware']	https://collections.vam.ac.uk/item/O163512/	victoria and albert museum	Londres	CIRC.123-1933	['https://framemark.vam.ac.uk/collections/2015HW3776/full/full/0/default.jpg']	O163512	O163512	De Morgan, William Frend	[]			VA_O163512	['VA_O163512_01.jpg']
	De Morgan, William Frend	late 19th century	Design	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104748/	victoria and albert museum	Londres	E.1128-1917	['https://framemark.vam.ac.uk/collections/2017JV1445/full/full/0/default.jpg']	O1104748	O1104748	De Morgan, William Frend	[]			VA_O1104748	['VA_O1104748_01.jpg']
	De Morgan, William Frend	19th century	Tile	['Ceramics', 'Tiles', 'Art Pottery', 'Earthenware']	https://collections.vam.ac.uk/item/O161602/	victoria and albert museum	Londres	C.154-1917	['https://framemark.vam.ac.uk/collections/2018KV6240/full/full/0/default.jpg']	O161602	O161602	De Morgan, William Frend	[]			VA_O161602	['VA_O161602_01.jpg']
	De Morgan, William Frend	late 19th century	Design	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104720/	victoria and albert museum	Londres	E.1150-1917	['https://framemark.vam.ac.uk/collections/2017JV1430/full/full/0/default.jpg']	O1104720	O1104720	De Morgan, William Frend	[]			VA_O1104720	['VA_O1104720_01.jpg']
	De Morgan, William Frend	late 19th century	Design	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104722/	victoria and albert museum	Londres	E.1088-1917	['https://framemark.vam.ac.uk/collections/2017JV1459/full/full/0/default.jpg']	O1104722	O1104722	De Morgan, William Frend	[]			VA_O1104722	['VA_O1104722_01.jpg']
	De Morgan, William Frend	late 19th century	Design	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104719/	victoria and albert museum	Londres	E.1288-1917	['https://framemark.vam.ac.uk/collections/2017JV1500/full/full/0/default.jpg']	O1104719	O1104719	De Morgan, William Frend	[]			VA_O1104719	['VA_O1104719_01.jpg']
	De Morgan, William Frend	1888-1897	Panel	['British Galleries', 'Ceramics']	https://collections.vam.ac.uk/item/O11168/	victoria and albert museum	Londres	361-1905	['https://framemark.vam.ac.uk/collections/2019MA0269/full/full/0/default.jpg']	O11168	O11168	De Morgan, William Frend	Sands End Pottery			VA_O11168	['VA_O11168_01.jpg']
	De Morgan, William Frend	late 19th century	Design	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104687/	victoria and albert museum	Londres	E.1295-1917	['https://framemark.vam.ac.uk/collections/2017JV1477/full/full/0/default.jpg']	O1104687	O1104687	De Morgan, William Frend	[]			VA_O1104687	['VA_O1104687_01.jpg']
	De Morgan, William Frend	late 19th century	Design	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104747/	victoria and albert museum	Londres	E.1108-1917	['https://framemark.vam.ac.uk/collections/2017JV1444/full/full/0/default.jpg']	O1104747	O1104747	De Morgan, William Frend	[]			VA_O1104747	['VA_O1104747_01.jpg']
	De Morgan, William Frend	late 19th century	Design	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104824/	victoria and albert museum	Londres	E.1107-1917	['https://framemark.vam.ac.uk/collections/2017JU1661/full/full/0/default.jpg']	O1104824	O1104824	De Morgan, William Frend	[]			VA_O1104824	['VA_O1104824_01.jpg']
	De Morgan, William Frend	late 19th century	Design	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104717/	victoria and albert museum	Londres	E.1092-1917	['https://framemark.vam.ac.uk/collections/2017JV1460/full/full/0/default.jpg']	O1104717	O1104717	De Morgan, William Frend	[]			VA_O1104717	['VA_O1104717_01.jpg']
	William De Morgan	ca. 1870-1907	Design	['Designs', 'Tiles', 'Drawings']	https://collections.vam.ac.uk/item/O1103941/	victoria and albert museum	Londres	E.513-1917	['https://framemark.vam.ac.uk/collections/2017JW1797/full/full/0/default.jpg']	O1103941	O1103941	William De Morgan	[]			VA_O1103941	['VA_O1103941_01.jpg']
	De Morgan, William	ca.1882	Tile panel	['Ceramics', 'Tiles', 'Art Pottery']	https://collections.vam.ac.uk/item/O233189/	victoria and albert museum	Londres	362:8-1905	['https://framemark.vam.ac.uk/collections/2009CC5081/full/full/0/default.jpg']	O233189	O233189	De Morgan, William	[]			VA_O233189	['VA_O233189_01.jpg']
	Morris, William	1876	Tile panel	['Ceramics', 'Art Pottery']	https://collections.vam.ac.uk/item/O8046/	victoria and albert museum	Londres	C.36-1972	['https://framemark.vam.ac.uk/collections/2006AN6717/full/full/0/default.jpg']	O8046	O8046	Morris, William	Architectural Pottery Co.			VA_O8046	['VA_O8046_01.jpg']
	William de Morgan	Late 19th century	Drawing	['Designs', 'Ceramics', 'Tiles']	https://collections.vam.ac.uk/item/O1103825/	victoria and albert museum	Londres	E.1511-1917	['https://framemark.vam.ac.uk/collections/2016JE1731/full/full/0/default.jpg']	O1103825	O1103825	William de Morgan	[]			VA_O1103825	['VA_O1103825_01.jpg']
	William De Morgan	1872-1888	Design	['Designs', 'Drawings', 'Tiles', 'Ceramics', 'Animals and Wildlife']	https://collections.vam.ac.uk/item/O1104364/	victoria and albert museum	Londres	E.694-1917	['https://framemark.vam.ac.uk/collections/2017JV9904/full/full/0/default.jpg']	O1104364	O1104364	William De Morgan	[]			VA_O1104364	['VA_O1104364_01.jpg']
	William De Morgan	1872-1882	Design	['Designs', 'Drawings', 'Tiles', 'Ceramics']	https://collections.vam.ac.uk/item/O1104259/	victoria and albert museum	Londres	E.805-1917	['https://framemark.vam.ac.uk/collections/2017JV7863/full/full/0/default.jpg']	O1104259	O1104259	William De Morgan	[]			VA_O1104259	['VA_O1104259_01.jpg']
	William De Morgan	1872-1882	Design	['Designs', 'Drawings', 'Tiles', 'Ceramics']	https://collections.vam.ac.uk/item/O1104248/	victoria and albert museum	Londres	E.799-1917	['https://framemark.vam.ac.uk/collections/2017JV6397/full/full/0/default.jpg']	O1104248	O1104248	William De Morgan	[]			VA_O1104248	['VA_O1104248_01.jpg']
	William De Morgan	1872-1882	Design	['Designs', 'Drawings', 'Tiles', 'Ceramics']	https://collections.vam.ac.uk/item/O1104246/	victoria and albert museum	Londres	E.773-1917	['https://framemark.vam.ac.uk/collections/2017JW0913/full/full/0/default.jpg']	O1104246	O1104246	William De Morgan	[]			VA_O1104246	['VA_O1104246_01.jpg']
	William De Morgan	1872-1898	Design	['Designs', 'Drawings', 'Tiles', 'Ceramics']	https://collections.vam.ac.uk/item/O1104235/	victoria and albert museum	Londres	E.719-1917	['https://framemark.vam.ac.uk/collections/2017JV6422/full/full/0/default.jpg']	O1104235	O1104235	William De Morgan	[]			VA_O1104235	['VA_O1104235_01.jpg']
	William de Morgan	1839 - 1917	Drawing	['Designs', 'Ceramics', 'Tiles', 'Drawings']	https://collections.vam.ac.uk/item/O1103790/	victoria and albert museum	Londres	E.422-1917	['https://framemark.vam.ac.uk/collections/2010EM4881/full/full/0/default.jpg']	O1103790	O1103790	William de Morgan	[]			VA_O1103790	['VA_O1103790_01.jpg']
	William De Morgan	1872-1888	Design	['Designs', 'Drawings', 'Tiles', 'Ceramics', 'Animals and Wildlife']	https://collections.vam.ac.uk/item/O1104370/	victoria and albert museum	Londres	E.699-1917	['https://framemark.vam.ac.uk/collections/2006AN6750/full/full/0/default.jpg']	O1104370	O1104370	William De Morgan	[]			VA_O1104370	['VA_O1104370_01.jpg']
	De Morgan, William Frend	1839 - 1917	Drawing	['Drawings', 'Ceramics', 'Tiles', 'Designs', 'Watercolours']	https://collections.vam.ac.uk/item/O1103765/	victoria and albert museum	Londres	E.465-1917	['https://framemark.vam.ac.uk/collections/2017JW3843/full/full/0/default.jpg']	O1103765	O1103765	De Morgan, William Frend	[]			VA_O1103765	['VA_O1103765_01.jpg']
	[]	1888-1898	Vase	['Ceramics', 'Art Pottery', 'Earthenware']	https://collections.vam.ac.uk/item/O151502/	victoria and albert museum	Londres	C.268-1915	['https://framemark.vam.ac.uk/collections/2010CX1492/full/full/0/default.jpg']	O151502	O151502	[]	William De Morgan, Fulham Factory			VA_O151502	['VA_O151502_01.jpg']
	Passenger, Fred	1888-1898	Vase	['Earthenware', 'Vases', 'Ceramics']	https://collections.vam.ac.uk/item/O5822/	victoria and albert museum	Londres	C.80-1923	['https://framemark.vam.ac.uk/collections/2010CT5185/full/full/0/default.jpg']	O5822	O5822	Passenger, Fred	William De Morgan, Fulham Factory			VA_O5822	['VA_O5822_01.jpg']
	William De Morgan	1882-1907	Design	['Tiles', 'Ceramics', 'Designs', 'Drawings']	https://collections.vam.ac.uk/item/O1103798/	victoria and albert museum	Londres	E.431-1917	['https://framemark.vam.ac.uk/collections/2010EM4878/full/full/0/default.jpg']	O1103798	O1103798	William De Morgan	[]			VA_O1103798	['VA_O1103798_01.jpg']
	De Morgan, William Frend	ca.1882	Tile set	['Art Pottery', 'Ceramics']	https://collections.vam.ac.uk/item/O81983/	victoria and albert museum	Londres	CIRC.35-1970	['https://framemark.vam.ac.uk/collections/2008BR8870/full/full/0/default.jpg']	O81983	O81983	De Morgan, William Frend	[]			VA_O81983	['VA_O81983_01.jpg']
	De Morgan, William Frend	17/11/1881	Design	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104760/	victoria and albert museum	Londres	E.1184-1917	['https://framemark.vam.ac.uk/collections/2017JV1425/full/full/0/default.jpg']	O1104760	O1104760	De Morgan, William Frend	[]			VA_O1104760	['VA_O1104760_01.jpg']
	William De Morgan	c. 1859-1917	Drawing	['Drawings', 'Ceramics', 'Tiles', 'Designs', 'Watercolours']	https://collections.vam.ac.uk/item/O832943/	victoria and albert museum	Londres	E.1540-1917	['https://framemark.vam.ac.uk/collections/2017JW3775/full/full/0/default.jpg']	O832943	O832943	William De Morgan	[]			VA_O832943	['VA_O832943_01.jpg']
	De Morgan, William Frend	1872-1907	Drawing	['Designs', 'Drawings', 'Tiles', 'Animals and Wildlife']	https://collections.vam.ac.uk/item/O1103836/	victoria and albert museum	Londres	E.421-1917	['https://framemark.vam.ac.uk/collections/2006BB4837/full/full/0/default.jpg']	O1103836	O1103836	De Morgan, William Frend				VA_O1103836	['VA_O1103836_01.jpg']
	William De Morgan	c. 1859-1917	Drawing	['Drawings', 'Ceramics', 'Tiles', 'Designs', 'Watercolours']	https://collections.vam.ac.uk/item/O832953/	victoria and albert museum	Londres	E.462-1917	['https://framemark.vam.ac.uk/collections/2017JW1887/full/full/0/default.jpg']	O832953	O832953	William De Morgan	[]			VA_O832953	['VA_O832953_01.jpg']
	De Morgan, William Frend	late 19th century	Design	['Designs', 'Ceramics']	https://collections.vam.ac.uk/item/O1104756/	victoria and albert museum	Londres	E.1158-1917	['https://framemark.vam.ac.uk/collections/2017JV1441/full/full/0/default.jpg']	O1104756	O1104756	De Morgan, William Frend	[]			VA_O1104756	['VA_O1104756_01.jpg']
	De Morgan, William Frend	1898	Tile	['Ceramics', 'Tiles', 'Art Pottery', 'Earthenware']	https://collections.vam.ac.uk/item/O161596/	victoria and albert museum	Londres	C.152-1917	['https://framemark.vam.ac.uk/collections/2007BN3379/full/full/0/default.jpg']	O161596	O161596	De Morgan, William Frend	[]			VA_O161596	['VA_O161596_01.jpg']
	De Morgan, William Frend	19th century	Tile	['Ceramics', 'Tiles', 'Art Pottery']	https://collections.vam.ac.uk/item/O161599/	victoria and albert museum	Londres	C.153-1917	['https://framemark.vam.ac.uk/collections/2010EH9716/full/full/0/default.jpg']	O161599	O161599	De Morgan, William Frend	[]			VA_O161599	['VA_O161599_01.jpg']
	De Morgan, William Frend	late 19th century	Drawing	['Designs']	https://collections.vam.ac.uk/item/O1108848/	victoria and albert museum	Londres	E.1415-1917	['https://framemark.vam.ac.uk/collections/2006BF5494/full/full/0/default.jpg']	O1108848	O1108848	De Morgan, William Frend	[]			VA_O1108848	['VA_O1108848_01.jpg']
	De Morgan, William Frend	ca. 1885	Tile	['Ceramics', 'Tiles', 'Art Pottery', 'Earthenware']	https://collections.vam.ac.uk/item/O161356/	victoria and albert museum	Londres	C.11-1971	['https://framemark.vam.ac.uk/collections/2007BN4047/full/full/0/default.jpg']	O161356	O161356	De Morgan, William Frend	[]			VA_O161356	['VA_O161356_01.jpg']
	William De Morgan	c.1890	Vase	['Ceramics', 'Art Pottery']	https://collections.vam.ac.uk/item/O1460004/	victoria and albert museum	Londres	C.239-2018	['https://framemark.vam.ac.uk/collections/2022NH0066/full/full/0/default.jpg']	O1460004	O1460004	William De Morgan	[]			VA_O1460004	['VA_O1460004_01.jpg']
	William De Morgan	1882-1888	Tile	['Ceramics', 'Art Pottery']	https://collections.vam.ac.uk/item/O1460016/	victoria and albert museum	Londres	C.251-2018	['https://framemark.vam.ac.uk/collections/2018LE3929/full/full/0/default.jpg']	O1460016	O1460016	William De Morgan	[]			VA_O1460016	['VA_O1460016_01.jpg']
	De Morgan, William Frend	1898-1907	Tile	['Ceramics', 'Tiles', 'Art Pottery', 'Earthenware']	https://collections.vam.ac.uk/item/O161604/	victoria and albert museum	Londres	C.155-1917	['https://framemark.vam.ac.uk/collections/2007BN3348/full/full/0/default.jpg']	O161604	O161604	De Morgan, William Frend	[]			VA_O161604	['VA_O161604_01.jpg']
	William De Morgan	1898	Tile	['Ceramics', 'Art Pottery']	https://collections.vam.ac.uk/item/O1460017/	victoria and albert museum	Londres	C.252-2018	['https://framemark.vam.ac.uk/collections/2018LF0954/full/full/0/default.jpg']	O1460017	O1460017	William De Morgan	[]			VA_O1460017	['VA_O1460017_01.jpg']
	William De Morgan	1888-1897	Vase	['Ceramics', 'Art Pottery']	https://collections.vam.ac.uk/item/O1460010/	victoria and albert museum	Londres	C.245-2018	['https://framemark.vam.ac.uk/collections/2019LY6635/full/full/0/default.jpg']	O1460010	O1460010	William De Morgan	[]			VA_O1460010	['VA_O1460010_01.jpg']
	William De Morgan	1888-1897	Vase	['Art Pottery', 'Ceramics', 'Woman Artist']	https://collections.vam.ac.uk/item/O1460011/	victoria and albert museum	Londres	C.246-2018	['https://framemark.vam.ac.uk/collections/2019LY6603/full/full/0/default.jpg']	O1460011	O1460011	William De Morgan	[]			VA_O1460011	['VA_O1460011_01.jpg']
	William De Morgan	1888-1897	Vase	['Ceramics', 'Art Pottery']	https://collections.vam.ac.uk/item/O1460008/	victoria and albert museum	Londres	C.243-2018	['https://framemark.vam.ac.uk/collections/2019LY6601/full/full/0/default.jpg']	O1460008	O1460008	William De Morgan	[]			VA_O1460008	['VA_O1460008_01.jpg']
	De Morgan, William Frend	1872-1882	Tile	['Ceramics', 'Tiles', 'Art Pottery']	https://collections.vam.ac.uk/item/O161549/	victoria and albert museum	Londres	C.142-1917	['https://framemark.vam.ac.uk/collections/2010EH9727/full/full/0/default.jpg']	O161549	O161549	De Morgan, William Frend	[]			VA_O161549	['VA_O161549_01.jpg']
	William De Morgan	1881-1904	Vase	['Ceramics', 'Art Pottery']	https://collections.vam.ac.uk/item/O1460003/	victoria and albert museum	Londres	C.238-2018	['https://framemark.vam.ac.uk/collections/2022NH0096/full/full/0/default.jpg']	O1460003	O1460003	William De Morgan	[]			VA_O1460003	['VA_O1460003_01.jpg']
	De Morgan, William Frend	19th century	Tile panel	['Ceramics', 'Tiles', 'Art Pottery']	https://collections.vam.ac.uk/item/O161605/	victoria and albert museum	Londres	C.156&A-1917	['https://framemark.vam.ac.uk/collections/2010EH9728/full/full/0/default.jpg']	O161605	O161605	De Morgan, William Frend	[]			VA_O161605	['VA_O161605_01.jpg']
	De Morgan, William Frend	ca. 1885	Tile	['Ceramics', 'Tiles', 'Art Pottery', 'Earthenware']	https://collections.vam.ac.uk/item/O281433/	victoria and albert museum	Londres	C.11A-1971	['https://framemark.vam.ac.uk/collections/2010EB6903/full/full/0/default.jpg']	O281433	O281433	De Morgan, William Frend	[]			VA_O281433	['VA_O281433_01.jpg']
	William De Morgan	1888-1897	Vase	['Ceramics', 'Art Pottery']	https://collections.vam.ac.uk/item/O1460005/	victoria and albert museum	Londres	C.240-2018	['https://framemark.vam.ac.uk/collections/2019LY6535/full/full/0/default.jpg']	O1460005	O1460005	William De Morgan	[]			VA_O1460005	['VA_O1460005_01.jpg']
	[]	late 19th century	Tile panel	['Ceramics', 'Earthenware']	https://collections.vam.ac.uk/item/O281830/	victoria and albert museum	Londres	360-1905	['https://framemark.vam.ac.uk/collections/2010EB6909/full/full/0/default.jpg']	O281830	O281830	[]	William De Morgan, Merton Abbey Factory			VA_O281830	['VA_O281830_01.jpg']
	[]	19th Century	Tile	['Ceramics', 'Tiles']	https://collections.vam.ac.uk/item/O280651/	victoria and albert museum	Londres	CER.LOST.190	['https://framemark.vam.ac.uk/collections/2015HX0184/full/full/0/default.jpg']	O280651	O280651	[]	[]			VA_O280651	['VA_O280651_01.jpg']
	Lachenal, Edmond	1889	Dish	[]	https://collections.vam.ac.uk/item/O122993/	victoria and albert museum	Londres	501-1889	['https://framemark.vam.ac.uk/collections/2007BM6744/full/full/0/default.jpg']	O122993	O122993	Lachenal, Edmond	[]			VA_O122993	['VA_O122993_01.jpg']
	Lachenal, Edmond	ca. 1889	Dish	['Ceramics', 'Earthenware']	https://collections.vam.ac.uk/item/O340222/	victoria and albert museum	Londres	500-1889	['https://framemark.vam.ac.uk/collections/2008BT0409/full/full/0/default.jpg']	O340222	O340222	Lachenal, Edmond	[]			VA_O340222	['VA_O340222_01.jpg']
	Milet, Optat	ca. 1878	Vase	['Ceramics']	https://collections.vam.ac.uk/item/O227848/	victoria and albert museum	Londres	676-1878	['https://framemark.vam.ac.uk/collections/2007BM6517/full/full/0/default.jpg']	O227848	O227848	Milet, Optat	[]			VA_O227848	['VA_O227848_01.jpg']
	Milet, Optat	ca. 1878	Vase	['Ceramics', 'Earthenware']	https://collections.vam.ac.uk/item/O345295/	victoria and albert museum	Londres	675-1878	['https://framemark.vam.ac.uk/collections/2010EC6328/full/full/0/default.jpg']	O345295	O345295	Milet, Optat	[]			VA_O345295	['VA_O345295_01.jpg']
	[]	ca. 1862	Bottle vase	['Ceramics', 'Bone China', 'Vases']	https://collections.vam.ac.uk/item/O77737/	victoria and albert museum	Londres	8098-1863	['https://framemark.vam.ac.uk/collections/2006AN0751/full/full/0/default.jpg']	O77737	O77737	[]	Minton			VA_O77737	['VA_O77737_01.jpg']
	[]	1862	Plateau	['British Galleries', 'Caricatures & Cartoons']	https://collections.vam.ac.uk/item/O11143/	victoria and albert museum	Londres	8100-1863	['https://framemark.vam.ac.uk/collections/2006AM5291/full/full/0/default.jpg']	O11143	O11143	[]	Minton			VA_O11143	['VA_O11143_01.jpg']
	[]	ca. 1875	Tile	['Tiles', 'Ceramics', 'Earthenware']	https://collections.vam.ac.uk/item/O77879/	victoria and albert museum	Londres	C.202-1976	['https://framemark.vam.ac.uk/collections/2006AM5817/full/full/0/default.jpg']	O77879	O77879	[]	Minton, Hollins & Co.			VA_O77879	['VA_O77879_01.jpg']
	[]	ca. 1890	Tile	['Ceramics', 'Earthenware']	https://collections.vam.ac.uk/item/O278080/	victoria and albert museum	Londres	C.238-1976	['https://framemark.vam.ac.uk/collections/2007BN6337/full/full/0/default.jpg']	O278080	O278080	[]	Minton, Hollins & Co.			VA_O278080	['VA_O278080_01.jpg']
	[]	ca. 1862	Bottle vase and cover	['Ceramics', 'Porcelain']	https://collections.vam.ac.uk/item/O11140/	victoria and albert museum	Londres	7896&A-1863	['https://framemark.vam.ac.uk/collections/2006AM5296/full/full/0/default.jpg']	O11140	O11140	[]	Minton			VA_O11140	['VA_O11140_01.jpg']
	Parvillée, Léon	19th century	Tempera	['Islam', 'Ceramics', 'Architectural fittings']	https://collections.vam.ac.uk/item/O1093402/	victoria and albert museum	Londres	58-1893	['https://framemark.vam.ac.uk/collections/2007BN6095/full/full/0/default.jpg']	O1093402	O1093402	Parvillée, Léon	[]			VA_O1093402	['VA_O1093402_01.jpg']
	Parvillée, Léon	ca. 1870	Dish	[]	https://collections.vam.ac.uk/item/O122992/	victoria and albert museum	Londres	C.18 to A-1981	['https://framemark.vam.ac.uk/collections/2006AW2140/full/full/0/default.jpg']	O122992	O122992	Parvillée, Léon	[]			VA_O122992	['VA_O122992_01.jpg']
	[]	1889	Fountain and basin	[]	https://collections.vam.ac.uk/item/O100715/	victoria and albert museum	Londres	48&A-1890	['https://framemark.vam.ac.uk/collections/2010EA2841/full/full/0/default.jpg']	O100715	O100715	[]	Samson & Cie			VA_O100715	['VA_O100715_01.jpg']
	[]	ca. 1870-90	Inkwell	['Ceramics', 'Earthenware', 'Household objects']	https://collections.vam.ac.uk/item/O1318883/	victoria and albert museum	Londres	C.55:1 to 3-2015	['https://framemark.vam.ac.uk/collections/2016JA8067/full/full/0/default.jpg']	O1318883	O1318883	[]	Samson & Cie.			VA_O1318883	['VA_O1318883_01.jpg']
	[]	ca. 1870-90	Bottle	['Ceramics', 'Earthenware', 'Household objects']	https://collections.vam.ac.uk/item/O1318882/	victoria and albert museum	Londres	C.54-2015	['https://framemark.vam.ac.uk/collections/2016JA8076/full/full/0/default.jpg']	O1318882	O1318882	[]	Samson & Cie.			VA_O1318882	['VA_O1318882_01.jpg']
	[]	1850-1900, possibly	Coffee pot	['Ceramics']	https://collections.vam.ac.uk/item/O297418/	victoria and albert museum	Londres	C.174&A-1928	['https://framemark.vam.ac.uk/collections/2010CX1716/full/full/0/default.jpg']	O297418	O297418	[]	Samson & Cie			VA_O297418	['VA_O297418_01.jpg']
	zsolnay	19th century	Plate	['Ceramics', 'Earthenware']	https://collections.vam.ac.uk/item/O282245/	victoria and albert museum	Londres	710-1878	['https://framemark.vam.ac.uk/collections/2019LL7321/full/full/0/default.jpg']	O282245	O282245	zsolnay	zsolnay factory			VA_O282245	['VA_O282245_01.jpg']
